假名	词性	汉字	含义
いっかしょ	名词	一か所	一处
しゃちょう	代词	社長	总经理，社长
よほう	名词	予報	预报
やくにん	名词	役人	官员，公务员
よくじつ	名词	翌日	翌日，次日，第二天
きしょう	名词	気象	气象
たんとう	名词	担当	担任
ついきゅうする	名词	追及する	追究，追查
くとうてん	名词	句読点	句号，逗号
つくりばなし	名词	作り話	编出来的话
くじょう	名词	苦情	不满，怨言，抱怨
きしょうちょう	名词	気象庁	气象局，气象厅
よほうかん	名词	予報官	预报员
レーダー	名词	レーダー	雷达
ちいき	名词	地域	地域，地区
へんか	名词	変化	变化
えいせい	名词	衛星	卫星
はんい	名词	範囲	范围
せいど	名词	精度	精确度
ひゃくパーセント	名词	100%	百分之百
ほくせい	名词	北西	西北
かくりつ	名词	確率	概率
ふうう	名词	風雨	风雨
みこみ	名词	見込み	预料，估计；可能性
かのうせい	名词	可能性	可能性
とうちゃく	名词	到着	到达，抵达
ロープ	名词	ロープ	绳子，绳索，缆绳
いし	名词	医師	医生，医师
しょうせつか	名词	小説家	小说家
さっか	名词	作家	作家
ウェーター	名词	ウェーター	餐厅等的(男服务员)
ウェートレス	名词	ウェートレス	餐厅等的(女服务员)
コック	名词	コック	厨师
うんてんしゅ	名词	運転手	司机
けいさつかん	名词	警察官	警察
しょうぼうし	名词	消防士	消防队员
はいゆう	名词	俳優	演员
こうれい	名词	高齢	高龄，老龄
だいさんかい	名词	第3回	第三次
こくせいちょうさ	名词	国勢調査	人口普查
じてん	名词	時点	时候，时间
そうじんこう	名词	総人口	总人口
ひりつ	名词	比率	比率
ろうねん	名词	老年	老年
かた	名词	型	型
なかまいり	名词	仲間入り	加入……的行列，列为……
グラフ	名词	グラフ	图表
うつりかわり	名词	移り変わり	变化，变迁
ねんきん	名词	年金	养老金
いりょうひ	名词	医療費	医疗费
がく	名词	額	金额，数量
ほしょう	名词	保障	保障
ぜいきん	名词	税金	税金
ふたん	名词	負担	负担
じゅうじつ	名词	充実	充实
ざいせい	名词	財政	财政
つら	名词	面	脸面，脸，面孔
ろうふうふ	名词	老夫婦	老夫妇
せたい	名词	世帯	户，(自立门户的)家庭
せわ	名词	世話	照看，帮助
うったえる	名词	訴える	申诉，诉说，呼吁
おやこうこう	名词	親孝行	孝顺双亲
じかく	名词	自覚	认识，觉悟
いきがい	名词	生きがい	生存的意义
ながねん	名词	長年	多年，长年累月
きょう	名词	今日	今天
おもい	名词	思い	情感，感情；想法
かだい	名词	課題	题目，课题
こんご	名词	今後	今后
じょうしょう	名词	上昇	上涨，上升
はなしあい	名词	話し合い	协商，商谈
あかんぼう	名词	赤ん坊	婴儿
しょうねん	名词	少年	少年
しょうじょ	名词	少女	少女
せいねん	名词	青年	青年
ちゅうねん	名词	中年	中年
としより	名词	年寄り	老年人，老人
とうしょ	名词	投書	投稿，寄稿
ちゅうがっこう	名词	中学校	初级中学，初中
こうこう	名词	高校	高中
せいふく	名词	制服	制服
がくせいふく	名词	学生服	男学生制服
セーラーふく	名词	セーラー服	水兵服式的女学生制服
らん	名词	欄	栏
やりとり	名词	やりとり	争论
こうこうせい	名词	高校生	高中生
ふまん	名词	不満	不满
もらす	名词	漏らす	发泄
かんがえ	名词	考え	想法，思想
ふだんぎ	名词	普段着	便服
がいしゅつぎ	名词	外出着	出门穿的衣服
なやむ	名词	悩む	烦恼，苦恼
こうどう	名词	行動	行为，行动
せきにんかん	名词	責任感	责任感
いよく	名词	意欲	热情，积极性
ふさわしい	名词	ふさわしい	合适
ちちおや	名词	父親	父亲
ひとこと	名词	ひとこと	几句话
ペン	代词	ペン	笔，钢笔．自来水笔
きょうそう	名词	競争	竞争
りゅうこう	名词	流行	流行
はんぱつ	名词	反発	反感
しゅたいせい	名词	主体性	独立见解
こだわる	名词	こだわる	拘泥
すこしも	名词	少しも	一点也（不）
うわぎ	代词	上着	上衣
ぶっか	代词	物価	物价
えほん	名词	絵本	图画书，连环画
わふく	名词	和服	和服，日式传统服装
せびろ	名词	背広	西服
したぎ	名词	下着	内衣，衬衣
ねまき	名词	寝巻き	睡衣
みずぎ	名词	水着	游泳衣
パンツ	名词	パンツ	裤衩
オーバー	名词	オーバー	大衣
ベルト	名词	ベルト	皮带
スリッパ	名词	スリッパ	拖鞋
サンダル	名词	サンダル	凉鞋
てぶくろ	名词	手袋	手套
えり	名词	襟	领子
そで	名词	袖	袖子
すそ	名词	裾	下摆，裤脚
おんけい	名词	恩恵	恩惠
でんらい	名词	伝来	传入
かな	名词	かな	假名
くずす	名词	崩す	打乱，拆散，搞乱
いちぶ	名词	一部	一部分
いらい	名词	以来	以后，以来
せいよう	名词	西洋	西方，西洋
ぶんめい	代词	文明	文明
やくわり	名词	役割	任务，职资；角色；作用
せいじ	名词	政治	政治
ほうめん	名词	方面	方向，方面
じゅうらい	名词	従来	以前，直到现在
やくご	名词	訳語	译词
ぎいん	名词	議員	议员
さいばんしょ	名词	裁判所	法院
これら	代词	これら	这些
ほんやく	名词	翻訳	翻译
かんご	名词	漢語	汉语词
ピーアール	名词	PR	宣传
アルファベット	名词	アルファベット	英语字母，拉丁字母
げんそく	名词	原則	原则
しそう	名词	思想	思想
かきなおす	代词	書き直す	改写，重新写；誊写
ひゃっかてん	名词	百貨店	百货商店
せんでん	名词	宣伝	宣传
じょゆう	名词	女優	女演员
じんせい	名词	人生	人生
しゅじゅつ	名词	手術	手术
だんちょう	名词	団長	团长
きそ	名词	基礎	基础
いえ	名词	家	家
うえ	代词	上	上，上面
え	代词	絵	画
おい	名词	甥	侄,外甥
かお	代词	顔	脸
くい	名词	杭	椽子
け	名词	毛	毛
こえ	名词	声	声音
さけ	名词	酒	酒
しあい	代词	試合	比赛
すこし	代词	少し	少，稍微
せかい	代词	世界	世界
そこ	代词	そこ	那里，那个地方
たかい	代词	高い	高，贵
ちかい	代词	近い	近
つくえ	代词	机	桌子
て	代词	手	手
とし	名词	年	年龄，岁数
なか	代词	中	里面，中间
にく	代词	肉	肉
ぬの	名词	布	布，布匹
ねこ	代词	猫	猫
はし	名词	箸	筷子
ひと	代词	人	人
ふね	代词	船	船
ほし	名词	星	行星，星星
まえ	代词	前	前，前面
みみ	代词	耳	耳朵
むかし	名词	昔	以前
め	代词	目	眼睛
もの	代词	物	物品，东西
やま	代词	山	山
ゆき	代词	雪	雪，下雪
りかい	名词	理解	舒服,理解
るす	名词	留守	不在家
れきし	名词	歴史	历史
ろく	名词	六	六
わたし	代词	私	我
わるい	代词	悪い	坏
しんしつ	名词	寝室	寝室
ふとん	名词	布団	被褥，铺盖
ほん	代词	本	书本，书籍
まんねんひつ	名词	万年筆	钢笔
アクセント	名词	アクセント	声调，重音
インク	名词	インク	墨水
クラス	名词	クラス	班级
タオル	名词	タオル	毛巾
テキスト	名词	テキスト	教科书
トイレ	名词	トイレ	厕所，盥洗室
ナイフ	代词	ナイフ	小刀
ハンカチ	名词	ハンカチ	手绢
ホテル	代词	ホテル	饭店，旅馆
レモン	名词	レモン	柠檬
がいこく	代词	外国	外国
ぎし	名词	技師	技师
ぐあい	名词	具合	情况
ごはん	名词	ご飯	饭
いちがつ	名词	一月	一月
かぎ	名词	鍵	钥匙
かぐ	名词	家具	家具
ひげ	名词	髭	胡子
りんご	名词	林檎	苹果
ざせき	名词	座席	座位
じこ	名词	事故	事故
ちず	代词	地図	地图
ゼミ	名词	ゼミ	课堂研讨，研究班
ぞくご	名词	俗語	俗语
だいがく	代词	大学	大学
でんわ	代词	電話	电话，电话呼叫
ドア	代词	ドア	门
ばあい	名词	場合	场合，情况
ぶた	名词	豚	猪
ぼく	代词	ぼく	我(男子用语)
パンダ	名词	パンダ	熊猫
プラス	名词	プラス	正数，阳极
ペン	代词	ペン	笔，钢笔．自来水笔
ポスト	代词	ポスト	邮筒，信箱
ぜんぶん	名词	前文	前文
あなた	代词	貴方	你
あのひと	代词	あの人	他，她，那个人
にほんごか	名词	日本語科	日本语专业
いちねん	名词	一年	一年,一年级
にねん	名词	二年	二年,二年级
さんねん	名词	三年	三年,三年级
ふく	代词	服	衣服
それ	代词	それ	那（事物近对方）
あれ	代词	あれ	那（事物在远方）
かいわ	名词	会話	会话
はい	代词	はい	是，对
どなた	代词	どなた	哪位
こちら	代词	こちら	这边（“ここ”的礼貌形）
にもつ	代词	荷物	行李
なに	代词	何	什么
どれ	代词	どれ	哪个
これ	代词	これ	这（事物近己方）
あんないします	代词	案内します	带路，引路
おかあさん	代词	お母さん	（他人的）母亲
おばあさん	代词	おばあさん	奶奶；老奶奶
おじいさん	代词	おじいさん	爷爷；老大爷
ちいさい	代词	小さい	小
にいさん	名词	兄さん	哥哥
すうがく	名词	数学	数学
つうやく	名词	通訳	翻译，口译
せんせい	代词	先生	医师（对医生的称呼）
とけい	代词	時計	钟表
おとうさん	代词	お父さん	（他人的）父亲
ねえさん	名词	姉さん	姐姐
とうばん	名词	当番	值日
おおきい	代词	大きい	大
とおい	代词	遠い	远
ケーキ	名词	ケーキ	蛋糕
シーツ	名词	シーツ	被单,床单
スープ	名词	スープ	汤
スプーン	代词	スプーン	汤匙
テーブル	代词	テーブル	餐桌
ノート	代词	ノート	笔记本
デパート	代词	デパート	百货公司
へや	代词	部屋	房间
にかい	名词	二階	二楼
いす	名词	椅子	椅子
みっつ	名词	三つ	三个,三岁
むっつ	名词	六つ	六个,六岁
ゆか	名词	床	地板
よっつ	名词	四つ	四个,四岁
ラジオ	代词	ラジオ	收音机
テレビ	代词	テレビ	电视
がくせい	代词	学生	学生
クラブ	名词	クラブ	俱乐部
よくしつ	名词	よくしつ	浴室
いっかい	名词	一階	一楼
なに	代词	何	什么
いくつ	代词	いくつ	几个
いいえ	代词	いいえ	不，不是
どこ	代词	どこ	哪里，哪个地方
ほんだな	名词	本棚	书架
あそこ	代词	あそこ	那里，那个地方
いろいろ	名词	色色	各种各样,形形色色
せいもん	名词	正門	正门
あたらしい	代词	新しい	新
たてもの	名词	建物	大楼，建筑物
えつらんしつ	名词	閲覧室	阅览室
しょうたいじょ	名词	招待所	招待所
あさ	代词	朝	早上
きょうしつ	代词	教室	教室
ごご	代词	午後	下午
よる	名词	夜	晚上，夜里，夜晚
にわ	代词	庭	院子
いけ	名词	池	池,池子
これから	代词	これから	从现在起，这就
ええ	代词	ええ	是，嗯（表赞同）
もん	名词	門	城门，门，大门
なんがい	代词	何階	几楼
ろっかい	名词	六階	六楼
あかい	代词	赤い	红色的
ところ	代词	所	场所，地方
だれ	代词	誰	谁
なんにん	名词	何人	多少人
さんぜんごひゃく	名词	三千五百	三千五百
な	名词	名	名
はな	代词	花	花
くさ	名词	草	草
おおぜい	名词	大勢	许多，众多
しょくどう	代词	食堂	餐厅，食堂
まち	代词	町	城市，城镇
かた	名词	方	方，方面
とても	代词	とても	很，非常
てんき	代词	天気	天气
いま	代词	今	现在
まんなか	名词	真ん中	中央，当中
ひがし	名词	東	东
えき	代词	駅	车站;火车站
よえん	名词	よえん	豫园（园林名）
みなみ	名词	南	南
どうぶつえん	名词	動物園	动物园
にし	名词	西	西面，西，西方
いえ	名词	家	家
なか	代词	中	里面，中间
ひとで	名词	人出	外出的人群
いっせんまん	名词	一千万	一千万
テレビトウ	名词	テレビトウ	电视塔
こくさい	名词	国際	国际
むこう	名词	向う	对面
こうえん	代词	公園	公园
わたしたち	代词	私たち	我们
どちら	代词	どちら	哪边（自二选一）
くま	名词	熊	熊
とら	名词	虎	老虎，虎
どうぶつえん	名词	動物園	动物园
せいかつ	代词	生活	生活
まいあさ	代词	毎朝	每天早上
よく	代词	よく	经常
うんどうじょ	名词	運動所	运动场
バスケットボール	名词	バスケットボール	篮球
ラジオたいそう	名词	ラジオ体操	广播体操
それから	代词	それから	然后
ろうどく	名词	朗読	朗读
はん	代词	半	半
あさごはん	名词	朝ご飯	早饭
うどん	名词	うどん	面条
にくまんじゅう	名词	肉まんじゅう	肉包子
かれ	代词	彼	他，男朋友，情人
あまり	代词	あまり	不太（用于否定句）
パン	代词	パン	面包
そして	代词	そして	而且，还用（用于接续句子）
